"y\x",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
78,"#",,,,,,,,,,,,,,"R","R","R","R","R","R","R","R","R","R","R",,,,,,,,,,,,"T",,,"R",,,,,,,,,,,,,,,,,,,,,,,,"V",,,,,,,,"W","W","W","W","W","W","W",,,,,,,,,,"M",,,,,,,,,,,"W",,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W",,,,,,,"T",,"#"
79,"#",,,,,,,,,,,,,,,,,,,,,,,,"R",,,,"T",,,,,,"R","R","R","R","R","R",,,,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,,,,,,"T",,,,"W","W","W","W","W","W","W",,,,,,,,,,,,,,,,,,,"W","W",,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W",,,,,,,,,"#"
80,"#",,,,,,,,,,,,,,,,,"U","U","U",,,,,"R",,,,,,,,"R","R","R","R","R","R","R","R",,,,,,,,,,,,,,,,,,,,,,,,,"W",,,,,,,,"W","W","W","W","W","W","W",,,,,,,,,,,"W",,,,,,,,,,"M",,,,,,,,,"W","W","W","W","W","W","W","W","W","W","W","T",,,,,,,,"#"
81,"#",,,,,,,,,,,,,,,,,"U","U","U",,,,,"R",,,,,,,,"R","R","R",,"T",,,,,,,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"W",,,,,,,,,,"H","W","W","W","W","W","W",,,"M",,"T",,,,"W","W","W",,,,,,,,,,,"W",,,,,,"W","W","W","W","W","W","W","W","W","W","W",,,,,"T",,,,,"#"
82,"#",,,,,,,,,"U","U","U","U","U",,,,"U","U","U",,,,,"R",,,,,"R","R","R","R",,,,"T",,,,,,,,,,,,,,"H",,,,,,,,,,,,,,,,,"T",,"W",,,,,"W","W","W","W","W","W","W",,,,,,,,,"W",,,,,,,,,,,,"W",,,"M",,"W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,"#"
83,"#",,"U","U","U",,,,"U","U","U","U","U","U","U",,,"U","WIL","U",,,,,"R",,"R","R","R","R",,,,,,,"T",,,,,,,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,,,,,,"W","W",,,,,"W","W","W","W","W","W","W",,,,,,,,,,,,,,"T",,,,,"T","W","W",,,,,"W","W","W","W","W","W","W","W","W","W","W",,,,,,,,"G",,,"#"
84,"#","U","U","U","U","U",,,"U","U","U","U","U","U","U",,,,,,,,,"R","R","R","R",,,,,,,,,,"T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W","W",,,,,,"W","W","W","W","W","W","W","W","W","H",,,,,,,,,"M",,,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W","W",,,,"G",,,,,,,,,"#"
85,"#","U","U","U","U","U",,,"U",,"U",,"U",,"U",,,,,,"R","R","R","R",,,,,,,,,,,"T",,"T",,,,,,,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,,,,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W",,"T",,,,,,,,,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W",,"T",,,,,,,,,,,,"#"
86,"#","U","U",,"U","U",,,,,,,,,,,,"R","R","R","R",,,,,,,,,,,,,,,,"T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,"H","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,,"#"
87,"#",,,"NER",,,,,,,,,,,"R","R","R","R",,,,,"U","U","U",,"T",,,,,"T",,,,,"T",,,,,,,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,,"T",,,,,,,,"V",,,,"W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,"M",,,"T",,"W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,,"#"
88,"#",,,,,,"T",,,,,"R","R","R","R",,,,,,,,"U","U","U",,,,,,,,,,,,"T",,,,,,,,,,,,,,,,,,,,,,"V",,,,,,,,,,"T",,,,,,,,"W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,"W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,,,,"#"
89,"#",,,"R",,,,,"R","R","R","R",,,,,,"U",,,"T",,"U","U","U",,,,,,,,,"T",,,"T",,,,,,,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,"T",,,,,,,,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,"W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,"T",,,,,,"#"
90,"#","R","R","R","R","R","R","R","R",,,,,,,,"U","U","U",,,,"U",,"U",,,,,,,,,,,,"T",,,,,,,,,,,,,,,,,,,,,,,,,,,,"W","W",,,,,,"T",,,,,,,,"W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,"G",,,,,,,,,,,,"T",,"#"
91,"#",,,,,,,,,,,,,,,"U","U","U","U","U",,,,,,,,,"T",,,,,,,,"T",,,,"H",,,,,,"V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T",,,,"W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,,,"G",,,,"#"
92,"#","O",,,,,,,,,,"T",,,,"U","U",,"U","U",,,,,,,,,,,,,,,,,"T",,,,,,,,,,,,,,"T",,,,,,,,,,,"H",,,"V",,,,,"T",,"H",,,,,,,,,"H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,"T",,,,,,,,,,,"#"
93,"#",,"T",,,"T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T",,,,,,,,"T",,,"H",,,,,,,,,"T",,,,,,,,,,,,,,,,,,,,,,"V",,,"T","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,,,,,,,,,,"#"
94,"#",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",,,,,,,,,,,,,,,,,,,,,,,,,"#"
95,"#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
